"","titulo","medio","url","nombre","categoria","rol_respecto_ia","orientacion_tecnologica","analisis"
"304","Qatar ’22: la cita planetaria de los datos digitales y el deporte","bbcl","https://www.biobiochile.cl/noticias/opinion/tu-voz/2022/11/23/qatar-22-la-cita-planetaria-de-los-datos-digitales-y-el-deporte.shtml","Kevin de Bruyne","Academia / Expertos","Utiliza datos para análisis de rendimiento y negociación contractual.","tecnofilia","La noticia enmarca la Copa del Mundo de Qatar '22 como un evento saturado de datos digitales, donde la Inteligencia Artificial emerge como un 'protagonista que espera destacar'. Se presenta la IA, junto al Big Data y otras tecnologías, como un recurso fundamental para la mejora del rendimiento en el deporte de alto rendimiento. La narrativa es predominantemente tecnofílica, destacando los beneficios de procesar e interpretar datos con velocidad y precisión para optimizar las habilidades y decisiones de los atletas. Si bien la IA se menciona como un elemento central en la conversación, la noticia se enfoca más en el concepto de 'datos' y su aplicación práctica, relegando la IA a una herramienta dentro de este ecosistema de información, lo que le confiere una centralidad media."
"305","Las cabras ""antiincendios"": UdeC utilizará un rebaño para generar cortafuegos naturales","bbcl","https://www.biobiochile.cl/noticias/nacional/region-del-bio-bio/2024/11/18/las-cabras-antiincendios-udec-utilizara-un-rebano-para-generar-cortafuegos-naturales.shtml","Universidad de Concepción (UdeC)","Sector Público","Implementa cámaras con IA como parte de una estrategia de prevención de incendios.","neutralidad","La noticia presenta una narrativa centrada en la prevención de incendios forestales a través de métodos biológicos y tecnológicos, donde la Inteligencia Artificial (IA) cumple un rol secundario y de apoyo. La orientación tecnológica es predominantemente neutral, integrando la IA como una herramienta más dentro de un conjunto de medidas. Se observa un énfasis en la sostenibilidad y la protección de la biodiversidad, utilizando a las cabras como protagonistas de una solución ecológica. Los marcos interpretativos giran en torno a la gestión de riesgos y la coexistencia entre la tecnología y la naturaleza, sin generar tecnofobia ni tecnofilia explícita."
"306","Las cabras ""antiincendios"": UdeC utilizará un rebaño para generar cortafuegos naturales","bbcl","https://www.biobiochile.cl/noticias/nacional/region-del-bio-bio/2024/11/18/las-cabras-antiincendios-udec-utilizara-un-rebano-para-generar-cortafuegos-naturales.shtml","Evelyn Vázquez","Academia / Expertos","Directora de Servicios de la UdeC, destaca la sostenibilidad de la iniciativa de las cabras y la complementariedad con la IA.","neutralidad","La noticia presenta una narrativa centrada en la prevención de incendios forestales a través de métodos biológicos y tecnológicos, donde la Inteligencia Artificial (IA) cumple un rol secundario y de apoyo. La orientación tecnológica es predominantemente neutral, integrando la IA como una herramienta más dentro de un conjunto de medidas. Se observa un énfasis en la sostenibilidad y la protección de la biodiversidad, utilizando a las cabras como protagonistas de una solución ecológica. Los marcos interpretativos giran en torno a la gestión de riesgos y la coexistencia entre la tecnología y la naturaleza, sin generar tecnofobia ni tecnofilia explícita."
"307","Las cabras ""antiincendios"": UdeC utilizará un rebaño para generar cortafuegos naturales","bbcl","https://www.biobiochile.cl/noticias/nacional/region-del-bio-bio/2024/11/18/las-cabras-antiincendios-udec-utilizara-un-rebano-para-generar-cortafuegos-naturales.shtml","Buena Cabra","Empresa No Tecnológica","Cofundadora de la iniciativa que utiliza cabras para crear cortafuegos.","neutralidad","La noticia presenta una narrativa centrada en la prevención de incendios forestales a través de métodos biológicos y tecnológicos, donde la Inteligencia Artificial (IA) cumple un rol secundario y de apoyo. La orientación tecnológica es predominantemente neutral, integrando la IA como una herramienta más dentro de un conjunto de medidas. Se observa un énfasis en la sostenibilidad y la protección de la biodiversidad, utilizando a las cabras como protagonistas de una solución ecológica. Los marcos interpretativos giran en torno a la gestión de riesgos y la coexistencia entre la tecnología y la naturaleza, sin generar tecnofobia ni tecnofilia explícita."
"308","Las cabras ""antiincendios"": UdeC utilizará un rebaño para generar cortafuegos naturales","bbcl","https://www.biobiochile.cl/noticias/nacional/region-del-bio-bio/2024/11/18/las-cabras-antiincendios-udec-utilizara-un-rebano-para-generar-cortafuegos-naturales.shtml","Rocío Cruces","Líder Empresarial","Cofundadora de Buena Cabra, explica el método de pastoreo estratégico.","neutralidad","La noticia presenta una narrativa centrada en la prevención de incendios forestales a través de métodos biológicos y tecnológicos, donde la Inteligencia Artificial (IA) cumple un rol secundario y de apoyo. La orientación tecnológica es predominantemente neutral, integrando la IA como una herramienta más dentro de un conjunto de medidas. Se observa un énfasis en la sostenibilidad y la protección de la biodiversidad, utilizando a las cabras como protagonistas de una solución ecológica. Los marcos interpretativos giran en torno a la gestión de riesgos y la coexistencia entre la tecnología y la naturaleza, sin generar tecnofobia ni tecnofilia explícita."
"309","Ni las modelos se salvan: promocionan ropa con mujeres hechas por IA en prestigiosa revista de moda","bbcl","https://www.biobiochile.cl/noticias/sociedad/debate/2025/08/03/ni-las-modelos-se-salvan-promocionan-ropa-con-mujeres-hechas-por-ia-y-desatan-furia-en-redes.shtml","Guess","Empresa No Tecnológica","Utiliza IA para crear modelos publicitarios.","tecnofobia","La noticia articula una narrativa predominantemente tecnofóbica en torno a la incursión de la IA en la industria de la moda. La centralidad de la IA es alta, presentándose como una fuerza disruptiva que desplaza a los actores humanos y despoja al arte de su esencia. Se enfatizan los riesgos y las limitaciones, como la posible merma de la diversidad y la falta de 'corazón' o 'pasión' en la creación. Los marcos interpretativos giran en torno a la pérdida de autenticidad y el reemplazo de lo humano por lo artificial, generando indignación entre los seguidores de la revista, quienes ven en esta práctica un fin para la publicación. Las omisiones notables incluyen la posible discusión sobre los beneficios o las intenciones detrás de la adopción de esta tecnología por parte de las marcas."
"310","Ni las modelos se salvan: promocionan ropa con mujeres hechas por IA en prestigiosa revista de moda","bbcl","https://www.biobiochile.cl/noticias/sociedad/debate/2025/08/03/ni-las-modelos-se-salvan-promocionan-ropa-con-mujeres-hechas-por-ia-y-desatan-furia-en-redes.shtml","Seraphinne Vallora","Empresa Tecnológica","Empresa productora de la imagen generada por IA.","tecnofobia","La noticia articula una narrativa predominantemente tecnofóbica en torno a la incursión de la IA en la industria de la moda. La centralidad de la IA es alta, presentándose como una fuerza disruptiva que desplaza a los actores humanos y despoja al arte de su esencia. Se enfatizan los riesgos y las limitaciones, como la posible merma de la diversidad y la falta de 'corazón' o 'pasión' en la creación. Los marcos interpretativos giran en torno a la pérdida de autenticidad y el reemplazo de lo humano por lo artificial, generando indignación entre los seguidores de la revista, quienes ven en esta práctica un fin para la publicación. Las omisiones notables incluyen la posible discusión sobre los beneficios o las intenciones detrás de la adopción de esta tecnología por parte de las marcas."
"311","Ni las modelos se salvan: promocionan ropa con mujeres hechas por IA en prestigiosa revista de moda","bbcl","https://www.biobiochile.cl/noticias/sociedad/debate/2025/08/03/ni-las-modelos-se-salvan-promocionan-ropa-con-mujeres-hechas-por-ia-y-desatan-furia-en-redes.shtml","Vogue","Empresa No Tecnológica","Revista que publica el anuncio con modelo IA, percibida como cómplice.","tecnofobia","La noticia articula una narrativa predominantemente tecnofóbica en torno a la incursión de la IA en la industria de la moda. La centralidad de la IA es alta, presentándose como una fuerza disruptiva que desplaza a los actores humanos y despoja al arte de su esencia. Se enfatizan los riesgos y las limitaciones, como la posible merma de la diversidad y la falta de 'corazón' o 'pasión' en la creación. Los marcos interpretativos giran en torno a la pérdida de autenticidad y el reemplazo de lo humano por lo artificial, generando indignación entre los seguidores de la revista, quienes ven en esta práctica un fin para la publicación. Las omisiones notables incluyen la posible discusión sobre los beneficios o las intenciones detrás de la adopción de esta tecnología por parte de las marcas."
"312","Ni las modelos se salvan: promocionan ropa con mujeres hechas por IA en prestigiosa revista de moda","bbcl","https://www.biobiochile.cl/noticias/sociedad/debate/2025/08/03/ni-las-modelos-se-salvan-promocionan-ropa-con-mujeres-hechas-por-ia-y-desatan-furia-en-redes.shtml","Felicity Hayward","Sociedad Civil","Modelo que expresa preocupación por las implicaciones de la IA en la diversidad de la industria.","tecnofobia","La noticia articula una narrativa predominantemente tecnofóbica en torno a la incursión de la IA en la industria de la moda. La centralidad de la IA es alta, presentándose como una fuerza disruptiva que desplaza a los actores humanos y despoja al arte de su esencia. Se enfatizan los riesgos y las limitaciones, como la posible merma de la diversidad y la falta de 'corazón' o 'pasión' en la creación. Los marcos interpretativos giran en torno a la pérdida de autenticidad y el reemplazo de lo humano por lo artificial, generando indignación entre los seguidores de la revista, quienes ven en esta práctica un fin para la publicación. Las omisiones notables incluyen la posible discusión sobre los beneficios o las intenciones detrás de la adopción de esta tecnología por parte de las marcas."
"313","Ni las modelos se salvan: promocionan ropa con mujeres hechas por IA en prestigiosa revista de moda","bbcl","https://www.biobiochile.cl/noticias/sociedad/debate/2025/08/03/ni-las-modelos-se-salvan-promocionan-ropa-con-mujeres-hechas-por-ia-y-desatan-furia-en-redes.shtml","seguidores de la revista","Sociedad Civil","Expresan decepción y rechazo al uso de IA en la revista.","tecnofobia","La noticia articula una narrativa predominantemente tecnofóbica en torno a la incursión de la IA en la industria de la moda. La centralidad de la IA es alta, presentándose como una fuerza disruptiva que desplaza a los actores humanos y despoja al arte de su esencia. Se enfatizan los riesgos y las limitaciones, como la posible merma de la diversidad y la falta de 'corazón' o 'pasión' en la creación. Los marcos interpretativos giran en torno a la pérdida de autenticidad y el reemplazo de lo humano por lo artificial, generando indignación entre los seguidores de la revista, quienes ven en esta práctica un fin para la publicación. Las omisiones notables incluyen la posible discusión sobre los beneficios o las intenciones detrás de la adopción de esta tecnología por parte de las marcas."
"314","Descubriendo el cosmos: los telescopios que revelan secretos del espacio desde Chile","bbcl","https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/astronomia/2024/02/03/descubriendo-el-cosmos-los-telescopios-que-revelan-secretos-del-espacio-desde-chile.shtml","NASA","Sector Público","Apoya investigaciones astronómicas que utilizan IA.","neutralidad","La noticia se centra predominantemente en los avances astronómicos y la infraestructura de telescopios en Chile, con un énfasis marcado en la colaboración internacional y el descubrimiento científico. La Inteligencia Artificial (IA) se presenta de manera tangencial, principalmente a través del proyecto ALeRCE, como una herramienta avanzada para el procesamiento de grandes volúmenes de datos astronómicos. La orientación es neutral hacia la IA, describiéndola como una tecnología habilitadora sin explorar sus implicaciones sociales o éticas. El discurso se enmarca en una narrativa de progreso científico y posicionamiento de Chile como un líder en astronomía, donde la IA es un componente más de esta vanguardia tecnológica."
"315","Descubriendo el cosmos: los telescopios que revelan secretos del espacio desde Chile","bbcl","https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/astronomia/2024/02/03/descubriendo-el-cosmos-los-telescopios-que-revelan-secretos-del-espacio-desde-chile.shtml","ALeRCE","Academia / Expertos","Lidera proyecto de IA para procesamiento de datos astronómicos.","neutralidad","La noticia se centra predominantemente en los avances astronómicos y la infraestructura de telescopios en Chile, con un énfasis marcado en la colaboración internacional y el descubrimiento científico. La Inteligencia Artificial (IA) se presenta de manera tangencial, principalmente a través del proyecto ALeRCE, como una herramienta avanzada para el procesamiento de grandes volúmenes de datos astronómicos. La orientación es neutral hacia la IA, describiéndola como una tecnología habilitadora sin explorar sus implicaciones sociales o éticas. El discurso se enmarca en una narrativa de progreso científico y posicionamiento de Chile como un líder en astronomía, donde la IA es un componente más de esta vanguardia tecnológica."
"316","Descubriendo el cosmos: los telescopios que revelan secretos del espacio desde Chile","bbcl","https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/astronomia/2024/02/03/descubriendo-el-cosmos-los-telescopios-que-revelan-secretos-del-espacio-desde-chile.shtml","Observatorio Vera C. Rubin","Academia / Expertos","Plataforma que operará con IA para análisis de datos.","neutralidad","La noticia se centra predominantemente en los avances astronómicos y la infraestructura de telescopios en Chile, con un énfasis marcado en la colaboración internacional y el descubrimiento científico. La Inteligencia Artificial (IA) se presenta de manera tangencial, principalmente a través del proyecto ALeRCE, como una herramienta avanzada para el procesamiento de grandes volúmenes de datos astronómicos. La orientación es neutral hacia la IA, describiéndola como una tecnología habilitadora sin explorar sus implicaciones sociales o éticas. El discurso se enmarca en una narrativa de progreso científico y posicionamiento de Chile como un líder en astronomía, donde la IA es un componente más de esta vanguardia tecnológica."
"317","Descubriendo el cosmos: los telescopios que revelan secretos del espacio desde Chile","bbcl","https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/astronomia/2024/02/03/descubriendo-el-cosmos-los-telescopios-que-revelan-secretos-del-espacio-desde-chile.shtml","Forbes","Sociedad Civil","Medio que destaca la innovación en IA en astronomía.","neutralidad","La noticia se centra predominantemente en los avances astronómicos y la infraestructura de telescopios en Chile, con un énfasis marcado en la colaboración internacional y el descubrimiento científico. La Inteligencia Artificial (IA) se presenta de manera tangencial, principalmente a través del proyecto ALeRCE, como una herramienta avanzada para el procesamiento de grandes volúmenes de datos astronómicos. La orientación es neutral hacia la IA, describiéndola como una tecnología habilitadora sin explorar sus implicaciones sociales o éticas. El discurso se enmarca en una narrativa de progreso científico y posicionamiento de Chile como un líder en astronomía, donde la IA es un componente más de esta vanguardia tecnológica."
"318","Qué dice la ley que prohíbe uso de RRSS en menores de 16 años en Australia y cómo la harán cumplir","bbcl","https://www.biobiochile.cl/noticias/servicios/explicado/2024/11/29/que-dice-la-ley-que-prohibe-uso-de-celulares-en-menores-de-16-anos-en-australia-y-como-la-haran-valer.shtml","Senado de Australia","Sector Público","Promueve la ley y la implementación de tecnologías de verificación de edad, incluyendo IA.","neutralidad","La noticia se centra en una nueva legislación australiana que restringe el acceso a redes sociales para menores de 16 años. La Inteligencia Artificial emerge como una herramienta potencial para la verificación de edad, posicionándose en un marco de neutralidad tecnológica, donde su aplicación es discutida por sus implicaciones en la privacidad. El discurso oscila entre la protección de menores y las preocupaciones sobre el control del acceso a internet y la privacidad, reflejando una tensión entre la seguridad digital y las libertades individuales. Se observa un énfasis en la responsabilidad de las plataformas y las posibles multas, mientras que las críticas apuntan a la efectividad y las consecuencias no deseadas de la ley, sin un debate profundo sobre las capacidades intrínsecas de la IA más allá de su función de verificación."
"319","Qué dice la ley que prohíbe uso de RRSS en menores de 16 años en Australia y cómo la harán cumplir","bbcl","https://www.biobiochile.cl/noticias/servicios/explicado/2024/11/29/que-dice-la-ley-que-prohibe-uso-de-celulares-en-menores-de-16-anos-en-australia-y-como-la-haran-valer.shtml","Anthony Albanese","Políticos","Primer ministro que defiende la ley, mencionando el uso de IA para verificación de edad.","neutralidad","La noticia se centra en una nueva legislación australiana que restringe el acceso a redes sociales para menores de 16 años. La Inteligencia Artificial emerge como una herramienta potencial para la verificación de edad, posicionándose en un marco de neutralidad tecnológica, donde su aplicación es discutida por sus implicaciones en la privacidad. El discurso oscila entre la protección de menores y las preocupaciones sobre el control del acceso a internet y la privacidad, reflejando una tensión entre la seguridad digital y las libertades individuales. Se observa un énfasis en la responsabilidad de las plataformas y las posibles multas, mientras que las críticas apuntan a la efectividad y las consecuencias no deseadas de la ley, sin un debate profundo sobre las capacidades intrínsecas de la IA más allá de su función de verificación."
"320","Qué dice la ley que prohíbe uso de RRSS en menores de 16 años en Australia y cómo la harán cumplir","bbcl","https://www.biobiochile.cl/noticias/servicios/explicado/2024/11/29/que-dice-la-ley-que-prohibe-uso-de-celulares-en-menores-de-16-anos-en-australia-y-como-la-haran-valer.shtml","Elon Musk","Líder Empresarial","Critica la ley, viéndola como un control del acceso a internet, sin mencionar directamente la IA.","neutralidad","La noticia se centra en una nueva legislación australiana que restringe el acceso a redes sociales para menores de 16 años. La Inteligencia Artificial emerge como una herramienta potencial para la verificación de edad, posicionándose en un marco de neutralidad tecnológica, donde su aplicación es discutida por sus implicaciones en la privacidad. El discurso oscila entre la protección de menores y las preocupaciones sobre el control del acceso a internet y la privacidad, reflejando una tensión entre la seguridad digital y las libertades individuales. Se observa un énfasis en la responsabilidad de las plataformas y las posibles multas, mientras que las críticas apuntan a la efectividad y las consecuencias no deseadas de la ley, sin un debate profundo sobre las capacidades intrínsecas de la IA más allá de su función de verificación."
"321","Qué dice la ley que prohíbe uso de RRSS en menores de 16 años en Australia y cómo la harán cumplir","bbcl","https://www.biobiochile.cl/noticias/servicios/explicado/2024/11/29/que-dice-la-ley-que-prohibe-uso-de-celulares-en-menores-de-16-anos-en-australia-y-como-la-haran-valer.shtml","Meta","Empresa Tecnológica","Cuestiona la viabilidad y el alcance de las exigencias de verificación de edad de la ley.","neutralidad","La noticia se centra en una nueva legislación australiana que restringe el acceso a redes sociales para menores de 16 años. La Inteligencia Artificial emerge como una herramienta potencial para la verificación de edad, posicionándose en un marco de neutralidad tecnológica, donde su aplicación es discutida por sus implicaciones en la privacidad. El discurso oscila entre la protección de menores y las preocupaciones sobre el control del acceso a internet y la privacidad, reflejando una tensión entre la seguridad digital y las libertades individuales. Se observa un énfasis en la responsabilidad de las plataformas y las posibles multas, mientras que las críticas apuntan a la efectividad y las consecuencias no deseadas de la ley, sin un debate profundo sobre las capacidades intrínsecas de la IA más allá de su función de verificación."
"322","Qué dice la ley que prohíbe uso de RRSS en menores de 16 años en Australia y cómo la harán cumplir","bbcl","https://www.biobiochile.cl/noticias/servicios/explicado/2024/11/29/que-dice-la-ley-que-prohibe-uso-de-celulares-en-menores-de-16-anos-en-australia-y-como-la-haran-valer.shtml","David Shoebridge","Políticos","Califica la ley de 'defectuosa y peligrosa', advirtiendo sobre riesgos para jóvenes vulnerables y privacidad, sin enfocarse en la IA.","neutralidad","La noticia se centra en una nueva legislación australiana que restringe el acceso a redes sociales para menores de 16 años. La Inteligencia Artificial emerge como una herramienta potencial para la verificación de edad, posicionándose en un marco de neutralidad tecnológica, donde su aplicación es discutida por sus implicaciones en la privacidad. El discurso oscila entre la protección de menores y las preocupaciones sobre el control del acceso a internet y la privacidad, reflejando una tensión entre la seguridad digital y las libertades individuales. Se observa un énfasis en la responsabilidad de las plataformas y las posibles multas, mientras que las críticas apuntan a la efectividad y las consecuencias no deseadas de la ley, sin un debate profundo sobre las capacidades intrínsecas de la IA más allá de su función de verificación."
"323","OTIC CChC impulsa programa para fortalecer la formación laboral femenina en sectores estratégicos","bbcl","https://www.biobiochile.cl/noticias/economia/actualidad-economica/2025/03/07/otic-cchc-impulsa-programa-para-fortalecer-la-formacion-laboral-femenina-en-sectores-estrategicos.shtml","OTIC CChC","Empresa No Tecnológica","Impulsa programas de formación, incluyendo uno de IA, para mujeres.","neutralidad","La noticia se enmarca en una narrativa de empoderamiento femenino y reducción de brechas de género a través de la formación laboral, con la IA figurando como una de las varias áreas de capacitación ofrecidas. La orientación es decididamente tecnofílica en la medida en que la IA se presenta como una herramienta más para la inclusión y el desarrollo profesional de las mujeres en sectores estratégicos. El discurso enfatiza los beneficios de la formación y la reconversión laboral, utilizando datos estadísticos del INE para legitimar la urgencia de la iniciativa.  La construcción simbólica se centra en la ""conexión de talento femenino"" con las ""necesidades de las industrias"", presentando a las empresas como actores clave en el compromiso con el desarrollo profesional de las mujeres."
"324","OTIC CChC impulsa programa para fortalecer la formación laboral femenina en sectores estratégicos","bbcl","https://www.biobiochile.cl/noticias/economia/actualidad-economica/2025/03/07/otic-cchc-impulsa-programa-para-fortalecer-la-formacion-laboral-femenina-en-sectores-estrategicos.shtml","Desafío LATAM","Empresa Tecnológica","Ofrece cursos de Inteligencia Artificial como parte de la iniciativa.","neutralidad","La noticia se enmarca en una narrativa de empoderamiento femenino y reducción de brechas de género a través de la formación laboral, con la IA figurando como una de las varias áreas de capacitación ofrecidas. La orientación es decididamente tecnofílica en la medida en que la IA se presenta como una herramienta más para la inclusión y el desarrollo profesional de las mujeres en sectores estratégicos. El discurso enfatiza los beneficios de la formación y la reconversión laboral, utilizando datos estadísticos del INE para legitimar la urgencia de la iniciativa.  La construcción simbólica se centra en la ""conexión de talento femenino"" con las ""necesidades de las industrias"", presentando a las empresas como actores clave en el compromiso con el desarrollo profesional de las mujeres."
"325","OTIC CChC impulsa programa para fortalecer la formación laboral femenina en sectores estratégicos","bbcl","https://www.biobiochile.cl/noticias/economia/actualidad-economica/2025/03/07/otic-cchc-impulsa-programa-para-fortalecer-la-formacion-laboral-femenina-en-sectores-estrategicos.shtml","Instituto Nacional de Estadísticas (INE)","Sector Público","Proporciona datos sobre desempleo femenino que contextualizan la necesidad de los programas.","neutralidad","La noticia se enmarca en una narrativa de empoderamiento femenino y reducción de brechas de género a través de la formación laboral, con la IA figurando como una de las varias áreas de capacitación ofrecidas. La orientación es decididamente tecnofílica en la medida en que la IA se presenta como una herramienta más para la inclusión y el desarrollo profesional de las mujeres en sectores estratégicos. El discurso enfatiza los beneficios de la formación y la reconversión laboral, utilizando datos estadísticos del INE para legitimar la urgencia de la iniciativa.  La construcción simbólica se centra en la ""conexión de talento femenino"" con las ""necesidades de las industrias"", presentando a las empresas como actores clave en el compromiso con el desarrollo profesional de las mujeres."
"326","OTIC CChC impulsa programa para fortalecer la formación laboral femenina en sectores estratégicos","bbcl","https://www.biobiochile.cl/noticias/economia/actualidad-economica/2025/03/07/otic-cchc-impulsa-programa-para-fortalecer-la-formacion-laboral-femenina-en-sectores-estrategicos.shtml","Bárbara Veyl","Líder Empresarial","Destaca la formación laboral como herramienta transformadora para mujeres.","neutralidad","La noticia se enmarca en una narrativa de empoderamiento femenino y reducción de brechas de género a través de la formación laboral, con la IA figurando como una de las varias áreas de capacitación ofrecidas. La orientación es decididamente tecnofílica en la medida en que la IA se presenta como una herramienta más para la inclusión y el desarrollo profesional de las mujeres en sectores estratégicos. El discurso enfatiza los beneficios de la formación y la reconversión laboral, utilizando datos estadísticos del INE para legitimar la urgencia de la iniciativa.  La construcción simbólica se centra en la ""conexión de talento femenino"" con las ""necesidades de las industrias"", presentando a las empresas como actores clave en el compromiso con el desarrollo profesional de las mujeres."
"327","OTIC CChC impulsa programa para fortalecer la formación laboral femenina en sectores estratégicos","bbcl","https://www.biobiochile.cl/noticias/economia/actualidad-economica/2025/03/07/otic-cchc-impulsa-programa-para-fortalecer-la-formacion-laboral-femenina-en-sectores-estrategicos.shtml","Claudia Jaña","Líder Empresarial","Subraya el impacto de los proyectos en la empleabilidad femenina y la reducción de brechas.","neutralidad","La noticia se enmarca en una narrativa de empoderamiento femenino y reducción de brechas de género a través de la formación laboral, con la IA figurando como una de las varias áreas de capacitación ofrecidas. La orientación es decididamente tecnofílica en la medida en que la IA se presenta como una herramienta más para la inclusión y el desarrollo profesional de las mujeres en sectores estratégicos. El discurso enfatiza los beneficios de la formación y la reconversión laboral, utilizando datos estadísticos del INE para legitimar la urgencia de la iniciativa.  La construcción simbólica se centra en la ""conexión de talento femenino"" con las ""necesidades de las industrias"", presentando a las empresas como actores clave en el compromiso con el desarrollo profesional de las mujeres."
"328","Amazon planea el recorte más grande de su historia: despediría hasta 30 mil trabajadores","bbcl","https://www.biobiochile.cl/noticias/economia/negocios-y-empresas/2025/10/27/amazon-planea-el-recorte-mas-grande-de-su-historia-despediria-hasta-30-mil-trabajadores.shtml","Amazon","Empresa Tecnológica","Inversión en IA como causa de costes y reestructuración.","neutralidad","La noticia se centra en los despidos masivos en Amazon, presentándolos como una medida de reestructuración en un contexto de inversión en inteligencia artificial. La IA no es el foco principal del relato, sino un factor que contribuye a los costes operativos y justifica la reducción de personal corporativo. La orientación es predominantemente neutral, informando sobre hechos y previsiones financieras sin emitir juicios de valor sobre la IA o los despidos. Se identifican como actores principales tanto la empresa como fuentes de noticias y sitios especializados que proveen datos y contexto sobre el fenómeno del desempleo tecnológico."
"329","Amazon planea el recorte más grande de su historia: despediría hasta 30 mil trabajadores","bbcl","https://www.biobiochile.cl/noticias/economia/negocios-y-empresas/2025/10/27/amazon-planea-el-recorte-mas-grande-de-su-historia-despediria-hasta-30-mil-trabajadores.shtml","Jeff Bezos","Líder Empresarial","Figura asociada a la empresa y sus decisiones.","neutralidad","La noticia se centra en los despidos masivos en Amazon, presentándolos como una medida de reestructuración en un contexto de inversión en inteligencia artificial. La IA no es el foco principal del relato, sino un factor que contribuye a los costes operativos y justifica la reducción de personal corporativo. La orientación es predominantemente neutral, informando sobre hechos y previsiones financieras sin emitir juicios de valor sobre la IA o los despidos. Se identifican como actores principales tanto la empresa como fuentes de noticias y sitios especializados que proveen datos y contexto sobre el fenómeno del desempleo tecnológico."
"330","Amazon planea el recorte más grande de su historia: despediría hasta 30 mil trabajadores","bbcl","https://www.biobiochile.cl/noticias/economia/negocios-y-empresas/2025/10/27/amazon-planea-el-recorte-mas-grande-de-su-historia-despediria-hasta-30-mil-trabajadores.shtml","CNBC","Academia / Expertos","Fuente de información sobre los planes de despido.","neutralidad","La noticia se centra en los despidos masivos en Amazon, presentándolos como una medida de reestructuración en un contexto de inversión en inteligencia artificial. La IA no es el foco principal del relato, sino un factor que contribuye a los costes operativos y justifica la reducción de personal corporativo. La orientación es predominantemente neutral, informando sobre hechos y previsiones financieras sin emitir juicios de valor sobre la IA o los despidos. Se identifican como actores principales tanto la empresa como fuentes de noticias y sitios especializados que proveen datos y contexto sobre el fenómeno del desempleo tecnológico."
"331","Amazon planea el recorte más grande de su historia: despediría hasta 30 mil trabajadores","bbcl","https://www.biobiochile.cl/noticias/economia/negocios-y-empresas/2025/10/27/amazon-planea-el-recorte-mas-grande-de-su-historia-despediria-hasta-30-mil-trabajadores.shtml","Reuters","Academia / Expertos","Fuente de información sobre los planes de despido.","neutralidad","La noticia se centra en los despidos masivos en Amazon, presentándolos como una medida de reestructuración en un contexto de inversión en inteligencia artificial. La IA no es el foco principal del relato, sino un factor que contribuye a los costes operativos y justifica la reducción de personal corporativo. La orientación es predominantemente neutral, informando sobre hechos y previsiones financieras sin emitir juicios de valor sobre la IA o los despidos. Se identifican como actores principales tanto la empresa como fuentes de noticias y sitios especializados que proveen datos y contexto sobre el fenómeno del desempleo tecnológico."
"332","Amazon planea el recorte más grande de su historia: despediría hasta 30 mil trabajadores","bbcl","https://www.biobiochile.cl/noticias/economia/negocios-y-empresas/2025/10/27/amazon-planea-el-recorte-mas-grande-de-su-historia-despediria-hasta-30-mil-trabajadores.shtml","Layoffs.fyi","Academia / Expertos","Referente para datos sobre pérdidas de empleo en el sector tecnológico.","neutralidad","La noticia se centra en los despidos masivos en Amazon, presentándolos como una medida de reestructuración en un contexto de inversión en inteligencia artificial. La IA no es el foco principal del relato, sino un factor que contribuye a los costes operativos y justifica la reducción de personal corporativo. La orientación es predominantemente neutral, informando sobre hechos y previsiones financieras sin emitir juicios de valor sobre la IA o los despidos. Se identifican como actores principales tanto la empresa como fuentes de noticias y sitios especializados que proveen datos y contexto sobre el fenómeno del desempleo tecnológico."
"333","Son muy raros: empresa de ChatGPT revela los primeros cortometrajes creados por cineastas usando Sora","bbcl","https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/pc-e-internet/2024/03/28/son-muy-raros-empresa-de-chatgpt-revela-los-primeros-cortometrajes-creados-por-cineastas-usando-sora.shtml","OpenAI","Empresa Tecnológica","desarrollador y propietario de Sora, responsable de su evaluación y potencial lanzamiento.","neutralidad","La noticia enmarca la IA, a través de Sora, como una herramienta revolucionaria para la creatividad artística, especialmente en el ámbito cinematográfico. Se evidencia una narrativa que oscila entre la admiración por sus capacidades fotorrealistas y surrealistas, y la cautela ante los riesgos de mal uso y desinformación. La cobertura presenta un equilibrio entre las promesas de democratización creativa y la necesidad de salvaguardias, posicionando a OpenAI como el actor central en la gestión de esta dualidad. Los testimonios de creativos resaltan el potencial transformador de la IA, mientras que la mención a temores y la implementación de herramientas de identificación sugieren un enfoque responsable y de mitigación de riesgos."
